Enumerate the milk borne diseases.,10-C,LOW,SA
Mention the interventions used to prevent LOW.,10-C,MEDIUM,SA
What is Endemic Ascites?,10-C,MEDIUM,SA
What is Hygiene of Food handLErs?,10-C,MEDIUM,SA
Describe the National nutritional anaemia control programme and enumerate the beneficiaries. (3+2),10-C,MEDIUM,SE
Enumerate the community nutrition programs. Describe Mid-day meal programme. (2+3),10-C,LOW,SE
Define food fortification. Explain the criteria for food fortification with exampLE. (1+4),10-C,LOW,SE
Describe Prevention of food adulteration act. Mention  four important food adulterants. (3+2),10-C,MEDIUM,SE
List six community nutrition programmes. Describe any one of them. (2+3),10-C,LOW,SE
What is food fortification.?,10-C,LOW,SA
Briefly mention the principLEs of mid-day meal programme.,10-C,MEDIUM,SA
Enumerate  Food additives.,10-C,MEDIUM,SA
Describe the nutritional probLEms in our country India and their related national programmes (2+8),10-C,MEDIUM,LE
Describe the reasons for broken family.,11-A,MEDIUM,SE
Briefly explain the roLE of medico-social worker in promoting health.,11-A,MEDIUM,SE
Mention three social security measures for the benefit of elderly population.,11-A,MEDIUM,SE
Mention the scope of consumer protection Act in medical care.,11-A,MEDIUM,SE
Explain acculturation with exampLEs.,11-A,MEDIUM,SE
Describe the roLE of family in health and disease. ,11-A,LOW,SE
Define family? Describe the functions of the same. (1+4),11-A,MEDIUM,SE
Mention the types of family. Discuss the advantages and disadvantages of them. (2+3),11-A,MEDIUM,SE
Mention the stages of family.,11-A,HIGH,SE
Differentiate between social security and social defense.,11-A,HIGH,SE
Mention four socio economic status classifications used in India and discuss any one of them.(2+3),11-A,HIGH,SE
Enumerate the socioeconomic indicators in assessing the health of the community.,11-A,HIGH,SE
What is socialized medicine?,11-A,HIGH,SA
What is social pathology?,11-A,HIGH,SA
What is a broken family?,11-A,MEDIUM,SA
What is a ProbLEm family?,11-A,MEDIUM,SA
Enumerate 6 functions of family.,11-A,MEDIUM,SA
What is poverty line?,11-A,HIGH,SA
What is social security?,11-A,MEDIUM,SA
What is Sanitation barrier? Enumerate diseases which could be prevented by ensuring sanitation barrier. (3+2),12-A,MEDIUM,SE
Enumerate the various sources of Air Pollution in large cities. What are the methods of prevention and control of air pollution? (5+5),12-A,MEDIUM,LE
Desribe the purification process of water on large scaLE with suitabLE illustrations.,12-A,MEDIUM,LE
Describe  the functioning of modern sewage treatment plants with suitabLE illustrations.,12-A,MEDIUM,LE
Describe the various methods of refuse disposal that could be adopted for maintenance of environmental sanitation in an urban community.,12-A,MEDIUM,LE
Describe the various sanitary methods of disposal of human excreta in a community.,12-A,MEDIUM,LE
Mention the measures for prevention and control of air pollution.,12-A,LOW,SE
Enumerate the indicators of Air pollution.,12-A,MEDIUM,SE
Describe cross ventilation. Mention its health benefits.,12-A,LOW,SE
Mention the ill-effects in an unventilated room.,12-A,LOW,SE
Describe the chemical standards of drinking water.,12-A,HIGH,SE
Mention the methods to assess microbiological standard of drinking water.,12-A,MEDIUM,SE
Describe the methods of purification of water on small scaLE at domestic LEvel.,12-A,LOW,SE
Enumerate the measures to be taken to maintain hygiene of swimming pools.,12-A,HIGH,SE
Enumerate five harmful effects of improper housing.,12-A,LOW,SE
Describe sullage. Explain   soakage pit  for sullage disposal in rural areas. (2+3),12-A,MEDIUM,SE
Describe septic tank and  its functioning.,12-A,HIGH,SE
Describe sanitary latrines. Mention the various types and advantage and disadvantage of each type. (2+3),12-A,HIGH,SE
Describe the hazards of noise pollution on health.,12-A,LOW,SE
Describe the measures to prevent and control noise pollution.,12-A,MEDIUM,SE
Enumerate the sources of ionizing radiations. Describe the health hazards of ionizing radiations. (2+3),12-A,HIGH,SE
Mention the measures for prevention and control of radiation hazards.,12-A,MEDIUM,SE
Mention the indicators of thermal comfort. Describe the criteria for comfort zone. (2+3),12-A,HIGH,SE
Describe the biological and chemical hazards of water contamination. (2+3),12-A,MEDIUM,SE
What is sanitary well? Describe the criteria for a  sanitary well. (2+3),12-A,MEDIUM,SE
Describe breakpoint chlorination. Mention the test to measure residual chlorine in water. (2+3),12-A,HIGH,SE
Mention air pollutants. Describe the global effects of air pollution. (2+3),12-A,MEDIUM,SE
Describe the health hazards of Ultra vioLEt rays.,12-A,MEDIUM,SE
Mention the housing probLEms faced in India. Describe the measures to solve housing probLEm. (2+3),12-A,MEDIUM,SE
Describe rain water harvesting.,12-A,LOW,SE
List the criteria for safe water.,12-A,LOW,SA
Enumerate water borne diseases. Classify with exampLEs.,12-A,LOW,SA
What is break point chlorination?,12-A,MEDIUM,SA
What is the method to determine chlorine in drinking water?,12-A,LOW,SA
Enumerate the effects of air pollution.,12-A,LOW,SA
Enlist the indicators of air pollution.,12-A,MEDIUM,SA
Enumerate the health hazards due to exposure to HIGH temperature.,12-A,MEDIUM,SA
What is sanitary barrier?,12-A,LOW,SA
Mention TWO uses of water seal in a water seal latrine.,12-A,LOW,SA
What is soakage pit? Write its uses,12-A,MEDIUM,SA
What is meant by a Vector? Name two vectors and the diseases transmitted by them.,12-B,MEDIUM,SA
Describe the roLE of vectors in disease transmission and mention the various measures to control the vectors.(5+5),12-B,MEDIUM,LE
Explain with exampLE different types of biological transmission of arthropod borne diseases.,12-B,LOW,SE
Explain the anti larval measures in vector control.,12-B,MEDIUM,SE
Describe the anti adult measures in vector control.,12-B,MEDIUM,SE
Describe the different measures to control housefly.,12-B,MEDIUM,SE
Describe integrated vector control. Justify the need for this approach. (3+2),12-B,HIGH,SE
Describe the measures for prevention and control of head louse infestation.,12-B,MEDIUM,SE
Enumerate the measures to prevent and control scabies in children.,12-B,LOW,SE
 Describe the biological control of vectors.,12-B,LOW,SE
Enumerate rat fLEa control measures.,12-B,MEDIUM,SE
Write THREE vector borne diseases with names of vectors.,12-B,LOW,SA
What is biological control of vectors?,12-B,LOW,SA
Enumerate the environmental anti larval measures.,12-B,MEDIUM,SA
List the diseases transmitted by rats.,12-B,LOW,SA
Mention the measures to control rodents.,12-B,MEDIUM,SA
Describe the various health hazards among industrial workers. List the health probLEms of agricultural workers.(6+4),15-A,MEDIUM,LE
What is Pneumoconiosis. Describe the clinical & epidemiological aspects of Silicosis and mention its preventive measures. (2+4+4),15-A,MEDIUM,LE
what is Pneumoconiosis. Describe  the clinical & epidemiological aspects of Asbestosis and mention its preventive measures. (2+4+4),15-A,MEDIUM,LE
Enumerate occupational cancers with their causative agents. Mention the occupations which poses risk for getting them. (3+2),15-A,LOW,SE
How is LEad poisioning diagnosed? Mention the preventive measures for LEad poisioning (2+3),15-A,MEDIUM,SE
What is meant by Ergonomics? Mention its roLE in prevention of diseases. (2+3),15-A,MEDIUM,SE
What is Bagassosis? ,15-A,MEDIUM,SA
What is Farmer s lung?,15-A,MEDIUM,SA
Enumerate  THREE occupational cancers with related occupation.,15-A,LOW,SA
What are the occupational hazards of agricultural workers?,15-A,LOW,SA
What is Sickness Absenteeism? Enumerate the causes.,15-A,MEDIUM,SA
Mention the causes and prevention of occupational dermatitis.,15-A,MEDIUM,SA
What are the preventive measures for LEad poisoning?,15-A,MEDIUM,SA
What are the preventive measures to protect from radiation hazards?,15-A,MEDIUM,SA
What are various benefits to the Employees under ESI act? Describe in detail the medical benefits provided under this act.(4+6),15-B,MEDIUM,LE
What are the various measures that can be taken to prevent occupational diseases? Discuss in detail the engineering measures in the prevention of occupational diseases. (4+6),15-B,HIGH,LE
Mention the Medical Measures for prevention of Occupational Diseases. Explain the purpose of Pre Placement examination with exampLE. (2+3),15-B,MEDIUM,SE
Describe the engineering measures for prevention of Occupational Diseases. ,15-B,MEDIUM,SE
Describe the Medical benefits for employees under ESI Act.,15-B,LOW,SE
Describe the Factories Act in brief 1948.,15-B,HIGH,SE
Mention the causes and prevention of accidents in industry.,15-B,HIGH,SA
What is Pre placement examination? Mention its importance.,15-B,MEDIUM,SA
What is the Sickness Benefit under ESI act.,15-B,MEDIUM,SA
Define Hardy Weinberg Law. Enumerate the factors that affect it. (3+2)                                                                                                                   ,16-A,MEDIUM,SE
Define Eugenics. Explain negative and positive eugenics with exampLEs. (1+2+2)                                                                                         ,16-A,LOW,SE
Describe types of   Genetic Counselling with exampLEs.,16-A,MEDIUM,SE
Discuss the different methods of prenatal diagnosis for genetic disorders along with its indications.               ,16-A,MEDIUM,SE
What is multifactorial inheritance? Give TWO exampLEs.     ,16-A,LOW,SA
Mention the need for 'Human Genome Project'.,16-A,HIGH,SA
What is Hardy Weinberg's Law?,16-A,MEDIUM,SA
Contrast Eugenics and Euthenics.,16-A,MEDIUM,SA
What is consanguineous marriage? List its importance in genetic diseases.,16-A,LOW,SA
What is prospective genetic counselling? Give an exampLE,16-A,MEDIUM,SA
Discuss about the Rehabilitation of a former drug abuser.,17- C,MEDIUM,SE
List the social and environmental factors associated with mental ill-health.,17-A,MEDIUM,SA
Describe the warning signs of poor mental health.,17-A,LOW,SE
Explain the components of Community Mental Health Programme.,17-B,HIGH,SE
Mention the objectives of   National Mental Health Programme. Briefly describe the main programme strategies. (2+3)                            ,17-B,MEDIUM,SE
Discuss the factors associated with a HIGH risk for drug abuse.,17-C,MEDIUM,SE
Discuss the different approaches for prevention of drug dependence with suitabLE exampLEs.,17-C,MEDIUM,SE
What is Drug Addiction? Describe the symptoms of drug addiction.  (2+3) ,17-C,LOW,SE
Describe the epidemiological triad for  drug dependence.,17-C,HIGH,SE
List the drugs causing dependence.,17-C,LOW,SA
List THREE approaches for addressing the probLEm of drug abuse. ,17-C,LOW,SA
Describe the broad frame work for management of a case of drug addiction.,17-C,HIGH,SE
Define Health Information System. Mention various sources of Health information. (2+3),18-A,MEDIUM,SE
Define Census. Describe the types of  the same (1+4),18-A,LOW,SE
Explain SampLE Registration system.Mention its uses.,18-A,MEDIUM,SE
Mention the Uses of health information system.,18-A,HIGH,SE
Mention the Uses of health statistics.,18-A,MEDIUM,SE
What is Lay reporting? Mention its importance. ,18-A,LOW,SA
Mention the Types of surveys.,18-A,MEDIUM,SA
Mention THREE important use of vital statistics,18-A,LOW,SA
Mention the Uses of health information,18-A,MEDIUM,SA
Define central tendency. Mention various measures of central tendency.  (2+3),18-B,LOW,SE
Describe various methods of presentation of statistical data with exampLEs.,18-B,LOW,SE
Describe meaures of central tendency.Mention their merits and demerits.,18-B,LOW,SE
What is Standard deviation?,18-B,MEDIUM,SA
What is Pie Chart? Illustrate with an exampLE. (2+3),18-B,LOW,SE
What is Normal distribution curve? Illustrate with the help of a diagram. (2+3),18-B,MEDIUM,SE
Enumerate the Measures of Central Tendency and dispersion.,18-B,LOW,SE
What is Histogram? When it is used?,18-B,LOW,SA
What is Scatter plot? When it is used? ,18-B,MEDIUM,SA
What is Median? Mention its importance.,18-B,LOW,SA
What is Bar diagram? Mention THREE types of bar diagrams.,18-B,LOW,SA
What is Arithmetic Mean? Mention its importance. ,18-B,LOW,SA
What is Standard Error? Mention its importance.,18-B,HIGH,SA
Classify types of data.,18-B,MEDIUM,SA
What is Confidence interval? Mention its importance.,18-B,HIGH,SA
Mention the Characteristics of Normal curve.,18-B,MEDIUM,SA
What is Systematic random sampling? Explain with an exampLE.(2+3),18-C,MEDIUM,SE
What is Stratified random sampling? Explain with an exampLE.(2+3),18-C,MEDIUM,SE
What is Non-probability sampling method? List the different types of non-probability sampling methods. (2+3),18-C,LOW,SE
What is Chi-square test? ,18-C,MEDIUM,SA
What is Correlation?  ,18-C,HIGH,SA
What is Coeffient of variation? Mention its importance.,18-C,HIGH,SA
What is Student t test? When is it used?,18-C,HIGH,SA
What is Sampling? Mention the types of sampling.,18-C,LOW,SA
What is Random sampling? ,18-C,MEDIUM,SA
What is Non-probability sampling?,18-C,MEDIUM,SA
What is SimpLE random sampling?,18-C,MEDIUM,SA
What is Convenience  sampling?,18-C,MEDIUM,SA
Whar are tests of significance?,18-C,MEDIUM,SA
Mention THREE parametric tests of significance,18-C,MEDIUM,SA
Mention THREE tests of standard error.,18-C,MEDIUM,SA
What is health education?  Describe the various methods of health communication (2+8),19-A,MEDIUM,LE
"Describe the concept of Information, Education and Communication Explain various methods of health education with exampLEs. (4+6)",19-A,MEDIUM,LE
What is meant by Focus Group Discussion (FGD)?,19-A,HIGH,SA
List the barriers of communication,19-A,LOW,SA
Describe LEgislative approach in Health education with one exampLE,19-A,MEDIUM,SA
What is Socratic Method of communication? Mention its TWO advantages,19-A,HIGH,SA
Mention the drawbacks of one-way communication,19-A,MEDIUM,SA
Mention the various components of communication process,19-A,LOW,SA
Enlist the principLEs of Health Education,19-A,LOW,SA
Mention SIX functions of health communication,19-A,MEDIUM,SA
Differentiate between seminar and symposium,19-A,HIGH,SA
Mention THREE differences between health education and health propaganda.,19-A,MEDIUM,SA
Mention the salient features of Panel discussion,19-A,LOW,SA
Mention the salient features of RoLE Play,19-A,LOW,SA
Mention the salient features of  group discussion.,19-A,LOW,SA
Desribe various models of health education.,19-A ,MEDIUM,SE
Describe the Motivation model in health education ,19-A ,MEDIUM,SE
Elaborate the process of communication,19-A ,LOW,SE
Discuss the principLEs of health education.,19-A ,LOW,SE
Discuss about the primary health care approach in health education with an exampLE.,19-A ,HIGH,SE
Describe mass approach for providing health education to general public.,19-A ,MEDIUM,SE
Define health education. Describe the various stages of adoption of new ideas and practices with exampLE.(2+3),19-A ,LOW,SE
Discuss various health education methods for mass education,19-A ,LOW,SE
What is group health education? Write in brief about roLE play.(2+3),19-A ,MEDIUM,SE
What is group health education? Describe about panel discussion.(2+3),19-A ,LOW,SE
Describe mass media approach in health education.,19-A ,LOW,SE
List SIX contents of health communication.,19-B,LOW,SA
Mention various audiovisual aids used in health education.,19-B,LOW,SA
Mention the roLE of social media in health education,19-B,HIGH,SE
Give THREE exampLEs of folk media.,19-B,MEDIUM,SA
What is germ theory of disease?,1-A,LOW,SA
What are the contributions of Hippocrates to medicine?,1-A,LOW,SA
"Describe ""great sanitary awakening"".",1-A,HIGH,SA
"Define ""Health for All'",1-A,MEDIUM,SA
Define Community Medicine.,1-A,LOW,SA
What are the Indian Systems of Medicine.,1-A,LOW,SA
What are the contributions of John Snow  to Public Health ,1-A,LOW,SA
What are the contributions of Louis Pasteur to scientific Medicine,1-A,MEDIUM,SA
What is supernatural theory of disease causation,1-A,MEDIUM,SA
What are the alternate systems of medicine. ,1-A,LOW,SA
Describe Morbidity indicators of Health ,2-A,LOW,SE
Describe Mortality indicators of Health  ,2-A,LOW,SE
What are health Indicators? Describe the characteristics of an ideal indicator.(2+3),2-A,MEDIUM,SE
What is the human poverty index? How it is calculated.,2-A,HIGH,SE
Explain the  characteristics of the ideal health indicators.,2-A,HIGH,SE
What is PQLI? Mention its importance.  ,2-A,MEDIUM,SE
What is HDI?  Mention its importance.  ,2-A,MEDIUM,SE
Enumarate the dimensions of health? Briefly describe them. ,2-A,MEDIUM,SE
What are the determinants  of health? Briefly describe them.,2-A,MEDIUM,SE
What is physical quality of life index (PQLI)?,2-A,MEDIUM,SA
What is Human Development Index?,2-A,MEDIUM,SA
Explain about spectrum of health?,2-A,MEDIUM,SA
What is disability-adjusted life year?,2-A,MEDIUM,SA
What is epidemiological triad?,2-A,LOW,SA
What is active surveillance?,2-A,LOW,SA
Explain about Community Diagnosis?,2-A,MEDIUM,SA
Define health as per WHO and list the dimensions of health.,2-A,LOW,SA
List the determinants of health.,2-A,LOW,SA
What is GDP? What is its reLEvance to Health care?,2-A,HIGH,SA
Enumerate the socioeconomic indicators.,2-A,MEDIUM,SA
Explain about Community Treatment with two exampLEs.,2-A,MEDIUM,SA
What are indicators of health? Describe the various health indicators (2+8),2-A,MEDIUM ,LE
Describe the determinants of health and disease.,2-A,MEDIUM ,LE
Describe the spectrum of health,2-A,LOW,SE
Describe the dimensions of health,2-A,LOW,SE
Describe the socio economic determinants of health,2-A,LOW,SE
Describe the environmental determinants of health,2-A,MEDIUM ,SE
Describe the concepts of well-being,2-A,MEDIUM ,SE
List different theories of disease causation. Explain Epidemiological triad of causation. (3+7),2-B,MEDIUM,LE
Explain the concept of natural history of a disease and illustrate with the help of a diagram.  (6+4),2-B,MEDIUM,LE
Explain multifactorial theory of causation of disease with an exampLE. ,2-B,MEDIUM,SE
Diagrammatically describe   Epidemiological triad  in detail,2-B,MEDIUM,SE
"Describe web of causation with the help of fLOW diagram, taking myocardial infarction as exampLE.",2-B,HIGH,SE
Draw a schematic diagram of Natural history of disease and explain with exampLE,2-B,MEDIUM,SE
What are risk factors? Describe the concept of   Risk Approach  with exampLE. (2+3),2-B,HIGH,SE
Describe the theories of disease causation. ,2-B,HIGH,SE
Describe the epidemiological traid  with a suitabLE exampLE. ,2-B,LOW,SE
Describe the iceberg of disease with diagram. ,2-B,MEDIUM,SE
What is the natural history of disease? Explain with schematic diagram. ,2-B,MEDIUM,SE
Describe about the agent factor in disease causation. ,2-B,HIGH,SE
Describe  the  environmental factors in disease causation.,2-B,HIGH,SE
Describe the characteristics of host in disease causation,2-B,MEDIUM,SE
What is iceberg phenomina in disease?,2-B,LOW,SA
What is risk factor approach?  ,2-B,HIGH,SA
What is risk factor and risk group? Explain with two suitabLE exampLEs of each.,2-B,MEDIUM,SA
Mention the LEvels of prevention with their respective modes of intervention. Explain them with suitabLE exampLEs. (4+6),2-C,LOW,LE
Mention the Health promotional measures for prevention of Type II Diabetes.,2-C,HIGH,SE
Explain the two strategies for primary prevention. Mention merits and demerits of each.(2+3),2-C,MEDIUM,SE
Discuss the Primordial prevention measures for Cancer control.,2-C,MEDIUM,SE
What is surveillance? Describe the various types of surveillance. (2+3),2-C,HIGH,SE
What is monitoring and surveillance? Explain the importance. (2.5+2.5),2-C,HIGH,SE
Describe the LEvels of prevention and modes of intervention. ,2-C,LOW,SE
What is specific protection? Explain with suitabLE exampLEs. (2+3),2-C,LOW,SE
Define impairment and disability. Explain with an exampLE. (3+2),2-C,MEDIUM,SE
What are the measures that can be taken at individual LEvel in preventing infectious diseases? ,2-C,HIGH,SE
What are the main differences between primordial and primary prevention?,2-C,LOW,SA
What is primary prevention? What are the modes of primary prevetion? Give two exampLEs for each.,2-C,MEDIUM,SA
What is specific protection ? Give four exampLEs .,2-C,MEDIUM,SA
What are the modes secondary prevention? Give two exampes for each.,2-C,MEDIUM,SA
Explain about disability limitation with two exampLEs.,2-C,HIGH,SA
Enumerate the salient  features of International Classification of Diseases(ICD).,2-C,LOW,SA
Define rehabilitation. Mention  the types of rehabilitation.,2-C,LOW,SA
What is sentinel surveillance? Give two exampLEs.,2-C,HIGH,SA
What is Sullivan s Index? ,2-C,HIGH,SA
Define Handicap with two exampLEs.,2-C,MEDIUM,SA
Define Disability with an exampLE.,2-C,MEDIUM,SA
What are the aims of epidemiology?,3-A,MEDIUM,SA
Distinguish between  rates and ratios.,3-A,MEDIUM,SA
What is case fatality rate? How it is calculated?,3-A,MEDIUM,SA
What is specific death rate? How it is calculated?,3-A,MEDIUM,SA
What is proportional mortality rate? How it is calculated?,3-A,MEDIUM,SA
What is Incidence and PrevaLEnce? How are they calculated?,3-A,MEDIUM,SA
What are the uses of PrevaLEnce Rate?,3-A,LOW,SA
Define Attack rate and Secondary-attack rate.,3-A,MEDIUM,SA
Define prevaLEnce of disease? Describe the types of the same. (2+3),3-A,MEDIUM,SE
What is secondary attack rate? Describe the importance of it. (2+3),3-A,MEDIUM,SE
Differentiate between  incidence and prevaLEnce. ,3-A,HIGH,SE
Define epidemiology. Classify epidemiological studies. Describe steps of cohort study with exampLE. (2+3+5),3-B,LOW,LE
Define epidemiology. Classify epidemiological studies. Describe steps of case control study with exampLE. (2+3+5),3-B,LOW,LE
Describe the steps in a case control study. What are the disadvantages of case control study? (6+4),3-B,LOW,LE
Define Epidemiology. Classify types of epidemiological studies. What are  the differences between case control and cohort studies? (2+3+5),3-B,LOW,LE
Define epidemiology. Describe the steps of descriptive study. Mention the uses of descriptive studies.  (2+5+3),3-B,LOW,LE
Define epidemiology. Discuss the steps in cohort studies. Mention the advantages of cohort studies over case control study. (2+5+3),3-B,LOW,LE
Classify experimental epidemiological studies and describe the steps in conducting randomised control studies.(4+6),3-B,LOW,LE
Describe the steps of cohort studies. Mention the advantages and disadvantages of cohort studies.(6+4),3-B,LOW,LE
Describe the steps of case control studies. Mention the advantages and disadvantages of case control studies.(6+4),3-B,LOW,LE
Discuss  the advantages and disadvantages of Case control study? (2.5+2.5),3-B,LOW,SE
Discuss the advantages and disadvantages of Cohort study? (2.5+2.5),3-B,LOW,SE
What is bias? Expain the biases in case control study.,3-B,LOW,SE
"Define epidemiology, Explain the  uses of epidemiology. (1+4)",3-B,LOW,SE
Define Epidemiology What are the Tools of Measurements in Epidemiology. (1+4),3-B,MEDIUM,SE
Describe the types of Time trends in disease occurrence and its importance,3-B,MEDIUM,SE
What is a cohort? Discuss the types of cohort studies with exampLEs. (1+4),3-B,MEDIUM,SE
Compare and contrast case control and cohort studies. (2.5+2.5),3-B,MEDIUM,SE
Discuss the basic steps in conducting a randomised control trial.,3-B,MEDIUM,SE
Discuss briefly the types of randomised control trials.,3-B,MEDIUM,SE
Enumerate the types of epidemiological studies.,3-B,MEDIUM,SA
Briefly describe about Cross-sectional study.,3-B,MEDIUM,SA
What is a Hypothesis? Give two exampLEs.,3-B,MEDIUM,SA
What are the uses of Descriptive Epidemiological Studies?,3-B,MEDIUM,SA
What is a confounding factor? Explain with an exampLE.,3-B,HIGH,SA
What is Bias? Explain with exampLEs.,3-B,MEDIUM,SA
What are Cohort studies? Mention the types.,3-B,LOW,SA
What are ControlLEd trials? Name the types of study designs of controlLEd trials.,3-B,MEDIUM,SA
Define epidemic. Describe the steps involved in the investigation of an epidemic.(2+8),3-C,LOW,LE
Explain the dynamics of disease transmission with suitabLE exampLEs.,3-C,MEDIUM,LE
What is cold chain  Describe the cold chain equipments. (1+4),3-C,LOW,SE
What is association? Discuss different types of associations in causal studies. (1+4),3-C,MEDIUM,SE
Define a carrier of disease Classify the carriers with exampLEs. ,3-C,LOW,SE
Discuss the measures to control the reservoir in the chain of disease transmission.,3-C,MEDIUM,SE
Describe the methods in the interruption of  transmission of disease ,3-C,LOW,SE
What is epidemic. Explain with suitabLE exampLE .,3-C,LOW,SE
What is an   epidemic curve ? What are the uses of the same. (1+4),3-C,MEDIUM,SE
Define cold chain? what is the  VVM and its importance. (1+4),3-C,MEDIUM,SE
What is the  œOperational    definition of a disease?,3-C,HIGH,SA
What is  œSecular    trend of a disease with two exampLEs ?,3-C,HIGH,SA
Define an Epidemic and Endemic with two exampLEs.,3-C,MEDIUM,SA
What is an Epidemic? What are the types of epidemic?,3-C,HIGH,SA
What is an Epidemic curve? Draw an illustrated diagram.,3-C,HIGH,SA
Briefly describe Point source epidemic with a diagram.,3-C,MEDIUM,SA
Briefly describe a Common source epidemic with a diagram.,3-C,MEDIUM,SA
Briefly describe   Spot-map with a diagram.,3-C,MEDIUM,SA
What is Relative Risk? Explain its importance.,3-C,MEDIUM,SA
What is Odds ratio ? Explain its importance .,3-C,MEDIUM,SA
What is   Spurious  association? Explain with an exampLE.,3-C,LOW,SA
What is   Temporal  association? Explain with an exampLE.,3-C,MEDIUM,SA
What do you mean by Infection and Infestation? Explain with one exampLE of each.,3-C,MEDIUM,SA
Define   Sporadic  and   Pandemic ? Explain with one exampLE of each,3-C,MEDIUM,SA
Differentiate between Source and Reservoir of infection with an exampLE for each,3-C,MEDIUM,SA
Differentiate between  an   Index  case and   Primary  case.,3-C,MEDIUM,SA
Define   Carrier  of disease ? Enumerate the types of carriers.,3-C,LOW,SA
What is meant by Vertical transmission of a disease? Give four exampLEs.,3-C,MEDIUM,SA
What are the types of Biological modes of disease transmission? Give one exampLE for each,3-C,HIGH,SA
Define Incubation period? Name the types of incubation period,3-C,LOW,SA
Describe Herd immunity with an exampLE.,3-C,MEDIUM,SA
What is the concept of   Reverse  cold-chain?,3-C,HIGH,SA
What is Vaccine Vial Monitor(VVM)?  Mention its importance.,3-C,MEDIUM,SA
What is cold-chain? Name 3 cold chain equipments. ,3-C,MEDIUM,SA
Define Isolation and Quarantine. Give one exampLE of each.,3-C,MEDIUM,SA
Define the reservoir of the disease? Describe the types of the same. (1+4),3-C,MEDIUM,SE
Define a carrier of disease? Describe the types of the same. (2+3),3-C,MEDIUM,SE
Classify the modes of disease transmission explain with exampLEs . ,3-C,MEDIUM,SE
What is the biological transmission of disease? Describe the methods with exampLEs. (2+3) ,3-C,HIGH,SE
Define  the Control and Elimination of disease with an exampLE of each.,3-C,MEDIUM,SA
Distinguish between disease Elimination and Eradication.,3-C,MEDIUM,SA
What is meant by Open vial policy?,3-C,HIGH,SA
Describe the steps of investigation of food poisoning.,3-C,MEDIUM,LE
Define screening . Mention the types  and  uses of screening? (1+2+2),4-A,MEDIUM,SE
What is screening and discuss the types of screening with exampLEs? (1+4),4-A,MEDIUM,SE
What are the criteria for the disease to be screened?,4-A,LOW,SE
Mention the differences between a screening and a diagnostic test. (2.5+2.5),4-A,MEDIUM,SE
Explain screening for a disease in the concept of iceberg phenomenon of disease.,4-A,HIGH,SE
What are the criteria for an investigation to be accepted as a screening test?,4-A,MEDIUM,SE
What is screening? Describe the types of screening? (1+4),4-A,LOW,SE
What is HIGH-risk screening? Explain with exampLEs. (2+3),4-A,MEDIUM,SE
